orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
112,243.571361,251.513549,2,speech,"ఇప్పుడు talk about case studies but నా ఉద్దేశం ఏంటి అంటే అంటే this is just my view అది అందరికి ఆలా కనబడతాదో  లేదో నాకు తెలీదు i tried to talk about my opinion",0000000001100000000000000000000,NULL,"Now talk about case studies but what I mean is, this is just my view, I don't know if it will be same for everyone or not, I tried to talk about my opinion"
113,251.587468,251.891357,1,speech,hmm,1,NULL,
114,251.891357,264.260472,2,speech,"ఇప్పుడు ఒక situation  అయింది దాన్ని ఎలా చూడాలి అనేదాని గురించి మాట్లాడతాం తప్ప ఈ situation ఇలా అని చెప్పి దాన్ని exaggerate చెప్పి మాట్లాడాను నేను all my blood and sweat i use to build up the content crispగ ఉండాలి అవతలవాళ్ళకి నా opinion అర్ధం కావాలి",NULL,NULL,"Now there is a situation, we talk about how to deal with it, but I don't exaggerate it like by saying that this situation is like this. I used all my blood and sweat to build up the content, it should be crisp so that others can understand my opinion"
115,264.260472,264.745052,1,speech,hmm,1,NULL,
116,264.792829,267.076675,2,speech,"and అ touch wood like కొంచం relate అవ్వగలుగుతున్న నేను",010010000,NULL,"And touch wood I can relate a bit"
117,267.076675,267.449911,1,speech,hmm,1,NULL,
118,267.556549,272.925423,2,speech,"వంద మందికి ఈ video చుస్తే వంద మంది లో కనీసం డెబ్భై మంది అచ్చ correctఏ అన్న నేను కూడా అట్లనే అనుకున్న అనే ఈ stage కి నేను రాగలుగుతున్న",000000000001000000000100,NULL,"I have come to this stage, that if a hundred people watch this video, at least seventy people out of a hundred will think it is correct, I also thought the same like that"
119,272.925423,273.336084,1,speech,hmm,1,NULL,
120,273.336084,274.584494,2,speech,"that's what is giving me energy",NULL,NULL,"that's what is giving me energy"
121,274.633773,282.231005,1,speech,"competition అంటే it's like ఆ same content చెప్తున్నా సరే people will attract to your way of talking other competitors way of talking",0000100000000000000000,NULL,"Competition means it's like even though saying the same content, people will be attracted to your way of talking, than other competitors way of talking"
122,282.272071,282.953769,2,speech,"correct correct అది",010,NULL,"That is correct"
123,283.02805,285.054186,1,speech,"కొంతమంది corrects వాళ్ళు ఉంటారు కొంతమంది corrects మనకు ఉంటాయి",NULL,NULL,"There are some correct people and we have some correct also"
124,285.089207,285.641585,2,speech,"Hmm అవును",10,NULL,Yes
125,285.641585,285.975982,1,speech,కొంతమంది,01,NULL,"some people"
126,285.975982,286.540513,2,overlap,NULL,NULL,NULL,NULL
127,286.540513,289.25203,1,speech,"కొంతమంది మనకి నచ్చుతారు వాళ్ళకి నచ్చిన వాళ్ళు మనకి నచ్చరు మనకి నచ్చినవాళ్లు వా~",00000000001,NULL,"We like some people, we don't like the people they like, we like them"
128,289.25203,291.290191,1,overlap,NULL,NULL,NULL,NULL
129,291.290191,291.939035,1,speech,"అది ఎంత deepగ",NULL,NULL,"That's how much deep it is"
130,291.939035,293.3098,1,overlap,NULL,NULL,NULL,NULL
131,293.3098,296.070287,1,speech,"why not let it all out why not keep it aside",NULL,NULL,"why not let it all out and why not keep it aside?"
132,296.0785,296.277911,2,speech,hmm,1,NULL,
133,296.313458,298.000395,1,speech,"concentrate on what you're doing",NULL,NULL,"Concentrate on what you are doing"
134,298.033247,298.493188,2,speech,correct,NULL,NULL,correct
135,298.608173,300.059864,1,speech,"people are there to support us",NULL,NULL,"people are there to support us"
1,300.160472,300.889877,2,overlap,NULL,NULL,NULL,NULL
2,300.889877,308.094446,1,speech,"Competition అంటే కొంత పెంటలు అయ్యాయి మన వైపు కూడా కొంచం పెంట చేశాం అని మాట అవతల వాళ్ళు చేశారు మనం చేశాం కానీ అవి అన్నీ ఏలుతుంటాయ్ just part of the work",NULL,NULL,"Competition means that there has been some planting happening, we have also done some planting on our side. Other side also did, we also did but they are all just part of the work"
3,308.094446,308.732517,2,overlap,NULL,NULL,NULL,NULL
4,308.732517,319.477974,1,speech,"Fun ఉంటది అందులోని but, మీకు ఏమన్నా అయ్యాయా ఎందుకంటే, I can see it already ఎందుకంటే see ఇంతవరకు వచ్చారు అంటే మాత్రం కచ్చితంగా కింద పట్టుకొని లాగాలి అన్నోల్లు కచ్చితంగా",NULL,NULL,"There is fun in that, but, something has happened to you, because I can see it already, because, see, you have come so far, means, someone must have held down and pulled for sure"
5,319.477974,320.120552,2,overlap,NULL,NULL,NULL,NULL
6,320.120552,321.044754,2,speech,"ఉంటారు ఉంటరు yeah",011,NULL,"Will be there"
7,321.044754,325.123685,1,speech,"ఆ so growth is a by product of failure that's what I believe",1000000000000,NULL,"so growth is a by product of failure, that's what I believe"
8,325.123685,325.745744,2,speech,"Very true very",001,NULL,"Very true"
9,325.745744,326.333243,0,noise,NULL,NULL,NULL,NULL
10,326.333567,332.988291,1,speech,"So అలాంటి failure like failure అని కాదు it's kind of blunder గానీ లేకపోతే  trigger అయిన point గాని ఎక్కడైనా ఏదైనా ఉందా",000000000000000000010,NULL,"So there is any failure, like, not like failure, it's kind of a blunder, or else there is some trigger point somewhere."
11,332.988291,334.805951,2,speech,"హా అ అంటే నా నా career లో అంటునా~",11011001,NULL,"That means in my career"
12,334.805951,335.014515,1,overlap,NULL,NULL,NULL,NULL
13,335.014515,336.231885,1,speech,"yearలో మీ business లో",NULL,NULL,"in your business during the year"
14,336.649554,342.034809,2,speech,"అ there is a అంటే ఒక ఒక phase ఉంది bro చాలా చాలా పెంట అది నాకు నా phase కి అయితే ఎప్పటికీ  మర్చిపోను నేను actually",100001100011000000000000,NULL,"It means there is a phase, bro, actually, I will never forget it for my phase."
15,342.043696,342.594662,1,speech,hmm,1,NULL,
16,342.621322,346.389223,2,speech,"like నా life మొత్తంలో ఎక్కడన్నా ఒక revanges story  ఉండబోతుంది అంటే may be అదేనేమో",NULL,NULL,"Like, there is going to be a revenge story somewhere in my life means maybe that only"
17,346.42477,347.1979,1,speech,"The revenge story",NULL,NULL,"The revenge story"
18,347.1979,347.649332,2,overlap,NULL,NULL,NULL,NULL
19,347.649332,348.122103,1,speech,okay,NULL,NULL,okay
20,348.424246,354.511539,2,speech,"అంటే అంత trigger  అయినా నేను actualగ అక్కడ it's like ఒక one and half year back  covid నుంచి తేలుకుంటున్న timeలోనో covidకి ముందో",NULL,NULL,"Means, actually there, I have triggered that much, it's like a one and half year back, during the time when I was recovering from covid or before the covid."
21,354.516421,355.16514,1,speech,hmm,1,NULL,
22,355.186918,356.031141,2,speech,"there was a client అనమాట",00001,NULL,"There was a client"
23,356.031141,356.617654,1,speech,hmm,1,NULL,
24,356.623673,365.428678,2,speech,"like నేను actually చాలా structuredగ ఉంటా ఒక client onboard అవుతున్నారు అంటే agreements దెగ్గరనుండి bond papers దెగ్గరనుండి mails ప్రతి ఒక్కటి properగ ఉంటది అంటే ఎవరన్నా కొత్తగా వచ్చిన ఇప్పుడు నేను వెళ్ళిపోయా",NULL,NULL,"Like I am actually very structured, if a client is onboarding means, from agreements, bond papers, every mail will be proper. It means if any new people comes now, I am gone"
25,365.431049,366.206252,1,overlap,NULL,NULL,NULL,NULL
26,366.206252,366.999687,2,speech,"ఈ company నుంచి నేను ఎళ్ళిపోయా",NULL,NULL,"I left this company"
27,366.999687,367.29764,1,speech,hmm,1,NULL,
28,367.29764,369.41218,2,speech,"నా placeకి ఎవరన్నా వచ్చినాకూడా వాళ్ళకి clarity ఉంటది crystal clear ఉంటది",NULL,NULL,"If anyone comes to my place also, they will have clarity, it will be crystal clear"
29,369.4143,369.760876,1,speech,hmm,1,NULL,
30,369.760876,376.330196,2,speech,"ఈ client ఎప్పుడు వచ్చాడు ఎం చేసాడు అంత documentation maintain చేసే నేను i was actually treated bad ఒక client",NULL,NULL,"When did this client come and what did he do to maintain the documentation? I was actually treated bad as a client"
31,376.330196,379.554822,1,speech,"and నేను విన్నది ఏంటంటే మన Vamsi bro కి ఇంతకు ముందు బాగా కోపమెక్కు~",000000100001,NULL,"And what I heard was that our Vamsi was very angry earlier"
32,379.554822,379.776029,2,speech,what,NULL,NULL,what
33,379.784916,380.400907,1,speech,"Oh too much",100,NULL,"Too much"
34,380.400907,381.7133,2,overlap,NULL,NULL,NULL,NULL
35,381.739959,382.344245,1,speech,"సరే గాని",NULL,NULL,"Okay but"
36,382.344245,382.717481,2,laugh,NULL,NULL,NULL,NULL
37,382.717481,384.245969,1,speech,"ఆ చాలా మన colleaguesఉ",1000,NULL,"Many of our colleagues"
38,384.245969,385.667819,2,overlap,NULL,NULL,NULL,NULL
39,385.667819,386.209899,1,speech,hmm,1,NULL,
40,386.209899,388.271581,2,speech,"too much pressure ఉండేది too much కోపం ఉండేది ఎట్లా పడితే అట్లా",NULL,NULL,"There was too much pressure, there was too much anger, however it is"
41,388.271581,388.618157,1,overlap,NULL,NULL,NULL,NULL
42,388.618157,391.755112,1,speech,"be aggressive but you can't be you know dumb and aggressive at the same time",000000110000000,NULL,"Be aggressive but you can't be dumb and aggressive at the same time"
43,391.755112,392.550748,2,laugh,NULL,NULL,NULL,NULL
44,392.550748,393.141416,1,speech,"I I learned it",1000,NULL,"I learnt it"
45,393.241542,393.745702,2,speech,hmm,1,NULL,
46,393.745702,399.74413,2,speech,"ఇప్పుడు ఆ we are talking about this situation కదా ఒక client మాకు around ఒక three four months నుంచి payment ఇవ్వట్లే",01000000000000000000,NULL,"Now we are talking about this situation, a client has not been giving us payment for around three to four months"
47,399.74413,400.197344,1,speech,okay,NULL,NULL,okay
48,400.197344,400.410622,0,noise,NULL,NULL,NULL,NULL
49,400.472828,401.779152,2,speech,"పాపం వాళ్ళ business ఎందుకు ఆపాలి",NULL,NULL,"Unfortunately, why should their business be stopped"
50,401.779152,402.205707,1,speech,hmm,1,NULL,
51,402.25014,406.888924,2,speech,"ఆ like ఎం business ఓ పేరు  చెప్పలేను కానీ its like hotel management college అనిమాట అది",1100100000000010,NULL,"I can't say the name of the business, but its like hotel management college"
52,407.013336,407.644282,1,speech,hmm,1,NULL,
53,407.653168,415.264567,2,speech,"ఓ వాళ్ళ admissions ఎందుకు ఆపెయ్యాలి వాళ్ళ వాళ్ళ branding ఎందుకు ఆగిపోవాలి marketing అంటే it's like we are stepping into their shoes వాళ్ళ business మేము ముందుకి తీసుకెళ్తున్నాం అనే నమ్మకం నాది",1000011000000000000000000000,NULL,"Why should their admissions be stopped? Why should their branding be stopped? Marketing means it's like we are stepping into their shoes. I believe that we are taking their business forward."
54,415.370727,421.853891,2,speech,"I was waiting I was waiting I was waiting principal లేరు అంటారు ahh ohh oh MD లేరు chairman లేరు అంటారు ఎట్లెట్లనో చెప్తున్నారు lady management అదిమాట",1111110000001110000000000,NULL,"I was waiting they say there is no principal, there is no MD, they say there is no chairman, they say something. It is lady management."
55,421.889437,422.547043,1,speech,hmm,1,NULL,
56,422.778093,431.584674,2,speech,"I respect a lot ahh ah ladies ని కొంచం పెద్ద ageలో పెద్ద experience ఉంటారు so I was waiting waiting సరే situation బాగాలేదు ఏమో finances బాగాలేదు ఏమో నాకు అర్ధమవవుతుంది వాళ్ళు bluff చేస్తున్నారని",0000110000000000001000000000000,NULL,"I respect ladies a lot, they have a lot of experience at a little older age. So I was waiting. Ok? Maybe the situation is not good or the finances are not good. I understood that they were bluffing."
57,431.620221,432.304486,1,speech,hmm,1,NULL,
58,432.722154,442.515143,2,speech,"at the end of fourth month నాకు ఇది ఎల్లట్లేదు ముందుకి అని అర్ధమైంది as per the agreements we mentioned clearly website కానీ maintenance అ digital marketing కానీ ఏదన్న service charges కనక రాకపోతే",0000000000000000000000100000000,NULL,"At the end of fourth month I understood that this is not going forward as per the agreements we mentioned clearly website but maintenance and digital marketing but if any service charges doesn’t come"
59,442.515143,443.06611,1,speech,hmm,1,NULL,
60,443.06611,447.26754,2,speech,"we can hold the services and what we call catch hold of the",NULL,NULL,"we can hold the services and what we call catch hold of the"
61,447.26754,447.480454,1,overlap,NULL,NULL,NULL,NULL
62,447.480454,448.673529,1,speech,"that's your right",NULL,NULL,"that's your right"
63,448.673529,449.562185,2,speech,"మా hosting లో ఉంది కదా",NULL,NULL,"It is in our hosting"
64,449.562185,449.787937,1,speech,అవును,NULL,NULL,Yes
65,449.787937,454.649741,2,speech,"నేను పెట్టేసుకోవచ్చు కదా మా దెగ్గరే ఉంది we can actually ఆ turn down అంటే pause చెయ్యొచ్చు website అన్నిటిని అని రాసుకున్నాము మేము already",000000000100000000000,NULL,"I can handle it, we have it with us. We can actually turn down, that means, pause the website. We have already written everything."
66,454.649741,455.058523,1,speech,okay,NULL,NULL,okay
67,455.058523,456.102694,2,speech,"It was agreed mutually",NULL,NULL,"It was mutually agreed"
68,456.120467,456.698093,1,speech,okay,NULL,NULL,okay
69,456.782515,468.148426,2,speech,"నేను చేశా వాళ్ళు respond అవవట్లేదు కాబట్టి అది కూడా ఎం respond అయ్యారు నాకు last response ఎం వచ్చిందో తెలుసా your amount is so and so one point five ఏమో ఉన్నింది one lakh fifty thousand ఏదో  come and collect fifty thousand rupees cheque we will do fill full and final settlement అనంగానే",00000000000000000000111111110000000000000000100000,NULL,"I have done it, but they did not respond. Also, what did they respond to? Do you know what the last response I got was? Your amount is one lakh fifty thousand something. He said to come and collect a cheque for fifty thousand rupees. We will do a full and final settlement."
70,468.148426,468.464036,1,overlap,NULL,NULL,NULL,NULL
71,468.464036,468.89934,1,speech,"thousand ah",01,NULL,thousand
72,469.054855,470.57415,2,speech,"నాకు తిక్క లేచిపోయింది నేను reply ఎం ఇచ్చానో",NULL,NULL,"I got mad. What reply did I gave"
73,470.57415,470.727982,1,overlap,NULL,NULL,NULL,NULL
74,470.727982,471.485329,1,speech,"mental ఏంటి",NULL,NULL,"what mental"
75,471.556421,479.656521,2,speech,"ఆ నేనేమన్నా మీ మీ మీ అఫ్ మీ office లో కానీ college లో కానీ పని చేస్తున్న employeeనా ఫి full and final settlement అంటున్నారు అస్సలు full and final settlement అనేది కొ contract ఎక్కడ వచ్చింది",10111100000000001000000000001000,NULL,"I am an employee who is working in your office or college,  you are saying full and final settlement. Actually full and final settlement is, where did the contract come from?"
76,479.745386,480.447425,1,speech,hmm,1,NULL,
77,480.490522,481.38449,2,speech,"there should be mutual agreement",NULL,NULL,"There should be a mutual agreement"
78,481.38449,482.113655,1,overlap,NULL,NULL,NULL,NULL
