orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
47,263.848795,273.608392,1,speech,"ఈ STPI లాంటివి ఇలాంటి అ schemesల ఇప్పుడు అంటే మనకి Amma Vadi రెండు రూపాయల బియ్యం లేకపోతే double bedroom ఇట్లాంటివి కనపడతాయి కానీ అప్పట్లో software పిల్లల ప్రాణానికి కూడా కొన్ని schemes ఉండే",1001100000000000010100000000,NULL,"Schemes like STPI. Now that we see schemes like Amma Vadi,two rupees of rice,or double bedrooms, there are some schemes for the lives of software children."
48,273.682,274.138805,2,overlap,NULL,NULL,NULL,NULL
49,274.138805,274.526331,1,speech,తెలీదు,NULL,NULL,"Don't know"
50,274.584785,274.948601,2,overlap,NULL,NULL,NULL,NULL
51,274.948601,276.142103,1,speech,"Youngsters అందరికి తెలియాలి కాబట్టి",NULL,NULL,"Because all the youngsters should know"
52,276.142103,276.660972,2,overlap,NULL,NULL,NULL,NULL
53,276.660972,279.854274,1,speech,"మా follow base అందరికి నాకు తెలిసి ఆ అ interviewలో చూసాను కూడా",00001101000,NULL,"As far as I know, I saw it in that interview. All of our followers"
54,279.854274,280.269945,2,speech,hmm,1,NULL,
55,280.376027,280.925925,2,overlap,NULL,NULL,NULL,NULL
56,280.925925,282.285514,1,speech,"five thousand views ఏమో ఉన్నాయి దాంట్లో",000100,NULL,"It has about five thousand views"
57,282.285514,282.759638,2,speech,hmm,1,NULL,
58,282.759638,284.974382,1,speech,"I thought okay చాల storiesఉ  చాల మందికి తెలీవు",001000100,NULL,"I thought,many stories are not known to people"
59,285.052321,285.29696,2,speech,hmm,1,NULL,
60,285.29696,285.574074,1,overlap,NULL,NULL,NULL,NULL
61,285.574074,287.02892,1,speech,"Couldn't we అ take it on advance",0010000,NULL,"Couldn't we take it on advance"
62,287.02892,287.48789,2,overlap,NULL,NULL,NULL,NULL
63,287.49655,290.566449,1,speech,"so మీ నోటినుంచి ఒకసారి అస్సలు hi-tech city అనే ఆ అంటే cyber towers",010000011000,NULL,"So once from your mouth hi-tech city means cyber towers"
64,290.566449,291.568822,2,overlap,NULL,NULL,NULL,NULL
65,291.568822,292.190162,1,speech,"Normally for cyber",NULL,NULL,"Normally for cyber"
66,292.190162,293.049648,2,overlap,NULL,NULL,NULL,NULL
67,293.049648,295.840269,1,speech,"Gateway ఇలాంటి వాటికీ start ఎలా అయింది sir అంటే ఆ",000000001,NULL,"Gateway sir,how did things like this start?"
68,296.01563,297.459652,2,speech,"Vamshi ద దానికి ముందు",0100,NULL,"Vamshi,before that"
69,297.509446,297.749755,1,speech,"yeah sir",NULL,NULL,"yeah sir"
70,297.749755,302.618729,2,speech,"అస్సలు India IT story ఎట్లా start అయిందో మీర్ తెలుసుకోవాలి ఎందుకంటె చాల మందికి ఇది కూడా తెలీదు",NULL,NULL,"You should know how the Indian IT story started because many people don't even know this."
71,302.618729,302.898008,1,speech,hmm,1,NULL,
72,303.285534,307.160795,2,speech,"ఇప్పుడు India ఈరోజు people are talking about trillion dollar economy",NULL,NULL,"Now In India, people are talking about trillion dollar economy today"
73,307.201929,307.619765,1,overlap,NULL,NULL,NULL,NULL
74,307.619765,310.380077,2,speech,"అన్నారు కదా ఇప్పుడు for example మన Hyderabad లో",NULL,NULL,"They said,Now, for example, in our Hyderabad"
75,310.423376,310.659355,1,speech,hmm,1,NULL,
76,310.903995,312.073068,2,speech,"suppose IT లేదు అనుకోండి",NULL,NULL,"Suppose IT is not"
77,312.116367,312.532037,1,speech,hmm,1,NULL,
78,312.755027,320.271735,2,speech,"ఏమవుతుంది మనకి revenue పడిపోతుంది తరవాత ఇంత మంది millions of peopleఉ వాళ్ళ ఫ familiesఉ ఉద్యోగాలద directఉ indirectఉ చాల మంది పనిచేస్తున్నారు",0000000000010000000,NULL,"What will happen? Our revenue will fall, and then millions of people and their families will be working directly and indirectly in jobs."
79,320.271735,320.717715,1,overlap,NULL,NULL,NULL,NULL
80,320.869262,327.686691,2,speech,"IT a driven industries for example IT ద్వారా real estate బ ఆ వాళ్ళు ఆ the their making tons of money",00000000001101110000,NULL,"IT is a driven industry; for example, through IT, real estate people are making tons of money."
81,327.706175,328.379475,1,speech,"of course",NULL,NULL,"Of course"
82,328.515867,333.265768,2,speech,"then all the hospitality industries hotels గాని restaurant's గాని  catering గాని వాళ్ళందరూ",NULL,NULL,"Then all the hospitality industries are hotels, restaurants, or catering; all of them"
83,333.265768,333.499583,1,speech,hmm,1,NULL,
84,333.529892,352.096508,2,speech,"transportation క companiesఉ  including ఆ the auto mobile companiesఉ వాళ్ళందరూ ఎవరు కొంటున్నారు auto కొ కొత్త carలు అంత IT employeesఉ so IT not only IT direct employmentఉ each IT employee employed in every company minimum six to seven jobs they are creating around that this thing",0100010000000110000001000000000000000000000010,NULL,"Including transportation companies and the automobile companies, who are all buying new cars? IT employees, so not only IT direct employment, each IT employee employed in every company has a minimum of six to seven jobs they are creating around that thing."
85,352.230735,352.462562,1,overlap,NULL,NULL,NULL,NULL
86,352.462562,358.024142,2,speech,"Carpenter కానివ్వండి catering అ కానివ్వండి security jobs కానివ్వండి right ఇంత impact చేసింది IT",0101100010000,NULL,"Whether it's Carpenter, catering, or security jobs,IT has made such an impact."
87,358.078266,358.444143,1,speech,"అవును sir",NULL,NULL,"Yes sir"
88,358.517751,372.451372,2,speech,"ఆ తరవాత ఇంకొకటి important ఏంటంటే why IT brought this ఆ economic ఆ ఇది visibility for the country ఇపుడు ఏ country అయినా కూడా ఆ country బాగుండాల ఎకో economic index బాగుండాలి అంటే consumerism ఎక్కువ ఉండాలి అంటే",0000000001011000010001000100000000,NULL,"After that,one more important thing is why IT brought this: economic visibility for the country. In any country, the economic index should be good, which means consumerism should be high. that"
89,372.483847,372.721991,1,speech,అవును,NULL,NULL,Yes
90,372.776115,382.572516,2,speech,"అందరూ marksకెళ్ళి కొంట ఉంటె consumerism పెరుగుతుంది consumerism పెరిగితే tax revenue governmentకి పోతుంది అప్పుడు trillion dollar economy మ multi trillion డ dollar economy అవుతుంది",00000000000000001001000,NULL,"If everybody buys Marks, consumerism will increase. If consumption increases,tax revenue will go to the government, then the trillion-dollar economy will become a multi-trillion-dollar economy."
91,382.572516,382.934063,1,speech,అవును,NULL,NULL,Yes
92,383.014166,389.218914,2,speech,"ఇది వరకు రోజుల్లో మేము IITలో చదువుకున్న రోజుల్లో ఎక్కడా అసలూ నా first jobఉ thousand rupees salary",NULL,NULL,"Till now my first job was thousand rupees salary in the days when we studied in IIT"
93,389.316337,389.796956,1,speech,oh,1,NULL,
94,390.143348,392.786753,2,speech,"so అక్కడ ఏ ఎప్పుడు salariesఉ పె పెద్దగా ఎక్కువ ఉండేటివి కాదు",0010010000,NULL,"So salaries were never very high there"
95,392.823557,393.217578,1,speech,hmm,1,NULL,
96,393.217578,398.404799,2,speech,"for example మన మనకి ఇక్కడ Hyderabad లో IT రాకముందు Pharma industry ఆ ఇవి అన్ని ఉండేటివి",001000000001000,NULL,"For example,before IT came to us here in Hyderabad,we had the pharmacy industry and all these things."
97,398.426449,398.762016,1,speech,hmm,1,NULL,
98,398.775006,408.895931,1,speech,"కానీ pharma industry generalగ pharma industryలో salariesఉ  five thousand ten thousand అంటే అదే ఎక్కువ చాలా ఎక్కువ suddenగ IT ర రావడం తో ముప్పై వేలు నలభై వేలు లక్షల్లో",111000000000011000010000000,NULL,"Generally, in the pharmacy industry , salaries are five thousand and ten thousand, which is very high suddenly with the advent of IT—thirty thousand and forty thousand lakhs."
99,408.895931,409.417902,1,overlap,NULL,NULL,NULL,NULL
100,409.417902,412.790895,2,speech,"ఆ ఎలిపేంది so వాళ్ళకి ఏమైంది disposable income ఎక్కువైపోయింది",11000000,NULL,"So what happened to them is,disposable income has increased"
101,412.790895,413.200071,1,speech,అవును,NULL,NULL,Yes
102,413.490174,431.021943,2,speech,"అప్పుడేంఅయింది ప ప్రతి suppose ఒకరు పని చూస్తుంటేనే అంత income ఉంది ఇప్పుడు most of the IT companiesలో ఇద్దరు wife and husband ఇద్దరు కూడా ఆ ఈమె కి ఏదో qualification ఉంటది she is also working so అప్ double whammy effect అంటారే ఇప్పుడు ఇద్దరికీ అంత money disposable money ఉంటె obviously they will invest in ఆ",111000000000000000001010000000000100000000000000001,NULL,"Suppose if one is working so much of income is there,now in most of the IT companies, both wife and husband also have the same qualification. She is also working, so double whammy effect. Now if both have so much disposable money, obviously they will invest in that."
103,431.021943,432.191017,1,overlap,NULL,NULL,NULL,NULL
104,432.191017,436.594526,2,speech,"ఆ ఒక వి villa కొంటారు లేదంటే కొత్త కొ car ఎమన్నా వస్తే they will book that car",1010000101000000,NULL,"They will buy a villa or if a new car comes they will book that car"
105,436.800196,437.08164,1,overlap,NULL,NULL,NULL,NULL
106,437.08164,444.920926,2,speech,"తరవాత ఆ cinemaలో entertainment cinema industry also ఆ ఇది ఆ this thing తరవాత పెద్ద పెద్ద multi star అ hospitals",0000000111110000010,NULL,"Then the entertainment of cinema industry is also in that cinema, and then there are big multi-star hospitals."
107,444.97072,445.366905,1,speech,hmm,1,NULL,
108,445.366905,449.064641,2,speech,"ఇక్కడ ఎందుకు ఆ Hyderabad లో  ఇన్ని hospitals వచ్చాయి అంటే again IT",111000000000,NULL,"Why so many hospitals have come up in Hyderabad,that is again IT"
109,449.153404,449.592889,1,speech,hmm,1,NULL,
110,449.597219,454.723822,2,speech,"IT వాళ్ళ దెగ్గర there is a lot of money తరవాత is all to fully insured by the companies",NULL,NULL,"IT is all too insecure by the companies after there is a lot of money."
111,454.754131,455.195781,1,speech,"అవును అవును",10,NULL,Yes
112,455.210935,459.032073,2,speech,"వాళ్ళకి ten lakhs ఆ five lakhs ఆ it doesn't matter they are fully insured they",000100110000000,NULL,"For them, ten lakhs or five lakhs don't matter; they are fully insured. they"
113,459.032073,460.722899,1,overlap,NULL,NULL,NULL,NULL
114,460.945889,474.184562,2,speech,"అందుకని hospitalsకి కూడా there is a enough revenue అందుకనే ఇప్పుడు ఈరోజు మీరు చుస్తే ఇది వరకు పెద్ద పెద్ద hospitals అన్ని Jubilee Hills ఉ Banjara Hills ఉ  ఆ ఏరియా లో ఉండేవి అవన్నీ replica తీసుకొచ్చి ఇప్పుడు Manshri district లో Hi-tech cityలో",001000001100000010000100101000011000000,NULL,"That's why there is enough revenue for the hospitals. Today,  you see, all the big hospitals were in the Jubilee Hills and Banaras Hills areas, and now they are in Hitech City in Manshri District."
115,474.303634,474.860026,1,overlap,NULL,NULL,NULL,NULL
116,474.860026,476.319203,2,speech,"Those hospitals bigger branches",NULL,NULL,"Those hospitals have bigger branches."
117,476.319203,476.953533,1,speech,"right right",10,NULL,right
118,476.962193,480.631784,2,speech,"ఆ and lot of new hospitals also come because IT crowd",10000000000,NULL,"and lot of new hospitals also come because IT crowd"
119,480.729207,483.019725,1,speech,"అంటే ఒక్క IT వాళ్ళ different different sectorsకి economy పెరుగుతుంది",000001000,NULL,"That means the economies of different sectors' economies will increase because of only IT."
120,483.019725,484.026427,2,overlap,NULL,NULL,NULL,NULL
121,484.184468,487.037873,2,speech,"ఇది వరకు రోజుల్లో foreign పోయేవాళ్లు చ చాల తక్కువ ఉండేవాళ్ళు",000001000,NULL,"In those days there were few people who went abroad"
122,487.063852,487.711172,1,speech,hmm,1,NULL,
123,487.990451,492.504373,2,speech,"IT వచ్చిన తరవాత ప్రతి ఒక్కళ్లు Ameerpet ఓ ame America అనే వాళ్ళు ఆ రోజుల్లో",0000001100000,NULL,"After the advent of IT, Ameerpet was called America by everyone in those days."
124,492.504373,492.919234,1,overlap,NULL,NULL,NULL,NULL
125,492.919234,499.125816,2,speech,"Ameerpet లో రావడము అక్కడ trainingఉ అ Y2K నో  లేకుంటే Cobolఓ ఏదన్న నేర్చుకోవడము ఆ VISA తీసుకోవడము అమెరికా",00000100010001010,NULL,"I came and took training in Ameerpet, learning Y2K or Cobol,then taking a visa to America."
126,499.125816,499.728813,1,overlap,NULL,NULL,NULL,NULL
127,499.754792,503.383249,2,speech,"అక్క అక్కడా ఆ green cardఉ citizenshipఉ that that is used to be the story",10100010000000,NULL,"There is a green card and citizenship that is used to be the story."
128,503.428713,503.716651,1,overlap,NULL,NULL,NULL,NULL
129,503.716651,505.470261,2,speech,"అందుకనే A to A అమీ అమీర్పేట్ to అమెరిక",00011000,NULL,"That's why A to Ameerpet to America"
130,505.470261,506.074283,1,overlap,NULL,NULL,NULL,NULL
131,506.16954,513.640785,2,speech,"[COUGH] so దీని వల్ల ఏమైంది అంటే మనకి total economic activity multi fold economic activityగ తయారయ్యింది because of IT industry",1000000000001100000,NULL,"So what happened because of this is that our total economic activity has increased multifold because of the IT industry."
132,513.640785,514.069445,1,overlap,NULL,NULL,NULL,NULL
1,514.069446,520.588293,2,speech,"ఈరోజు మన Telanganaరా రాష్ట్రం లో  ఇంత incomeఉ మనము generate చేస్తున్నాం అంటే it's because of Hyderabad",0001000000001000,NULL,"Today, we are generating so much income in our state of Telangana because of Hyderabad."
2,520.943017,521.478289,1,overlap,NULL,NULL,NULL,NULL
3,521.478289,522.429883,2,speech,"the income",NULL,NULL,"the income"
4,522.429883,522.752745,1,speech,definitely,NULL,NULL,definitely
5,522.752745,530.994233,2,speech,"tax revenue గానీ తరవాత ఆ any  revenue which is coming for the entire feeding entire తె Telangana state it's coming from ఆ Hyderabad city",0100100000000110100000100,NULL,"After tax or any revenue that is coming for the entire Telangana state, it is coming from Hyderabad city."
6,530.994233,531.36595,1,speech,అవును,NULL,NULL,Yes
7,531.393563,534.201616,2,speech,"Hyderabad city again driven by IT led economy",NULL,NULL,"Hyderabad city again driven by IT led economy"
8,534.201616,534.728392,1,speech,"economy yeah",NULL,NULL,"Yes, economy"
9,534.889823,539.144385,2,speech,"ఏ మాల్ కి పోయిన కూడా ninety percent of the people are employees of ఆ IT company",0000000000000100,NULL,"Ninety percent of the people who go to the mall are employees of that IT company"
10,539.144385,539.649919,1,speech,hmm,1,NULL,
11,539.649919,543.03785,2,speech,"ఏ entertainment సి Cinema hall కి పోయిన కూడా విల్లే విల్లే ఎక్కువగా కనపడతారు",001000001000,NULL,"Even if you go to a cinema hall for any entertainment,you will see them more"
12,543.056967,543.341596,1,speech,hmm 1,,NULL,543.341596,555.107813,2,speech,"~తో దాని వాళ్ళ suddenly they not only in Hyderabad wherever those IT focused cities Banglore కానివ్వండి Chennai కానివ్వండి Pune కానివ్వండి Gurgaon కానివ్వండి ఇవి అన్నీ కూడా IT led ఆ cities",10001000000000000000000000000,NULL,"Because of that, suddenly, not only in Hyderabad but wherever those IT-focused cities are, let it be Bangalore, Chennai, Pune, or Gurugoyan, all these are also IT-led cities."
14,555.107813,555.631608,1,overlap,NULL,NULL,NULL,NULL
15,555.776047,559.274431,2,speech,"వాళ్లంతా కూడా గో growth has happened it's called IT మే మే metropolis center",0010000001100,NULL,"They are also growing, and this is known as an IT metropolis center"
16,559.35727,559.784213,1,speech,అవును,NULL,NULL,Yes
17,559.847936,562.09098,2,speech,"wherever IT created that new metropolis",000100,NULL,"Wherever IT created that new metropolis"
18,562.144083,562.409595,1,speech,hmm,1,NULL,
19,562.409595,569.128106,2,speech,"ఇప్పుడూ మనం ఆ Hyderabad, Secunderabad రెండు twin citiesకి బదులు ఇప్పుడు new city which is fast growing is Cyberabad",001000000000000000,NULL,"Now, instead of the two twin cities of Hyderabad and Secunderabad,  the new city, which is fast-growing, is Cyberabad."
20,569.128106,569.6124,1,speech,"Cyberabad [LAUGH]",01,NULL,Cyberabad
21,569.639374,578.297573,2,speech,"ఎవరైనా Cyberabad కి వస్తేయ్ ఆ buildingsఉ ఆ roadsఉ చుస్తేయ్ నేను India లో ఉన్నానా [LAUGH] Americaలో ఉన్నానా Americaలో Manhattan లో ఉన్న buildings కంటే కూడా మన buildings",0000000000000101000000100,NULL,"If anyone comes to Cyberabad and looks at those buildings and those roads,am I in India or America? Our buildings are better than America's Manhattan buildings."
22,578.297573,578.631306,1,overlap,NULL,NULL,NULL,NULL
23,578.631306,584.555406,2,speech,"చాల బాగున్నాయి we brought that kind of a seek change, once upon a time mega rocks and boulders",NULL,NULL,"Very good. We brought that kind of change; once upon a time, mega rocks and boulders"
24,584.580896,584.933495,1,speech,hmm,1,NULL,
25,585.050321,593.854693,2,speech,"Hyderabad లో నేను first time hi-tech city Madhapur ఆ ten acre landఉ ఆ occupy చేసే దానికి పోతే ఆ అసలు ఎం ఉండేది కాదు అక్కడ",00000000100010000100000,NULL,"For the first time When I went to occupy ten acres land in hitech city madhapur, it would not have existed  there"
26,593.854693,594.182323,1,overlap,NULL,NULL,NULL,NULL
27,594.182323,598.538191,2,speech,"roadఉ ఆ fencing ఏసేదానికి పోతే రైతులు అంత కర్రలు తీసుకొని వచ్చారు",0100000000,NULL,"When we went to fence the road,farmers brought so many sticks."
28,598.548943,599.026864,1,speech,భా,1,NULL,
29,599.037485,602.164152,2,speech,"మేము అంత మీ agriculture చేస్తున్నాము మా land ఇది మీరు క ఆ",00100000011,NULL,"We are doing agriculture,this is our land. You"
30,602.164152,602.487014,1,overlap,NULL,NULL,NULL,NULL
31,602.487014,603.126367,1,speech,"is లోన sir ఇది",1100,NULL,"Sir, this is"
32,603.217703,603.895289,2,speech,"అది ninety",NULL,NULL,"That's ninety"
33,603.929275,604.239393,1,speech,ninety,NULL,NULL,ninety
34,604.239393,604.704569,2,overlap,NULL,NULL,NULL,NULL
35,605.07841,611.75444,2,speech,"ఆ అప్పుడు క collector కుట్టి అని ఆ మన ఆ Ranga Reddy district collectorఉ ఆ Kutty అని IAS officer ఉండేవాడు",1011111010000100000,NULL,"At that time there was an IAS officer called Kutty who was the collector of Ranga Reddy district."
36,611.792674,612.198376,1,speech,Okay,NULL,NULL,Okay
37,612.225989,619.042209,2,speech,"అయన phone చేస్తే అయన ఆ SP కి phone చేసి Police పం పంపించేసి వాళ్ళ assistantsతో నేను క fencing వేసాను",011110000010000100,NULL,"He called the SP and sent a message to the police and I fenced with their assistants."
38,619.105932,619.735088,1,speech,"okay ok",01,NULL,Okay
39,619.735088,631.551961,2,speech,"ఆ అప్పుడూ అ చుట్టు పక్కల landఉ ఆ ఎవరో Surya enclave ఎవరో అత అతను ఏదో plots వేస్తుంటే ఊరికే అడిగాను ఎంత ఉంటుంది ఇక్కడ land cost అంటే ఎంత ఇరవై వేలో ఎంతో ఉంటది sir ఎక ఎకరం ఉన్~",101000110011000000000000100100101,NULL,"At that time,the land around that was the Surya Enclave,and he was making some plots. Then I just asked how much the land cost here, and he said one acre would be twenty thousand, sir."
40,631.551961,632.022552,1,overlap,NULL,NULL,NULL,NULL
41,632.273195,635.234183,1,speech,"ఇరవై వేలు ఎక్కడ సార్ అప్పట్లో ఇరవై వేలు అంటే ఇప్పుడు కోట్లలో ఉంది కద ఎకరం",NULL,NULL,"Where is twenty thousand, sir? Then twenty thousand means now it is in crores per acre"
42,635.316155,639.605563,2,speech,"కోట్లు ఎందండి ఇపుడికి [LAUGH] అప్పుడు ఆ ఎకరాల్లో ఎవరు అమ్మరు  అక్కడ ఇన్ని inchఎ",0011010000000,NULL,"Why crores,then who never sells on acres,there all inch"
43,639.605563,640.484946,1,overlap,NULL,NULL,NULL,NULL
44,640.623012,641.396182,2,speech,"Centimeter ల ఆ",011,NULL,Centimeters
45,641.396182,642.408525,1,overlap,NULL,NULL,NULL,NULL
46,642.409375,644.389032,2,speech,"అంతా see chang because of the IT",0100000,NULL,"Everything changed because of IT"
47,644.389032,644.735259,1,speech,"అవును sir",NULL,NULL,"Yes sir"
48,662.448085,669.712489,2,speech,"ఆ see countryలో ఎక్క ఎక్కడ చుసిన కూడా నేను when I was founding director of the software technology parks of India",11000011000000000000,NULL,"In the country, wherever you see,when I was the founding director of the software technology parks of India,"
49,669.761344,670.717186,1,speech,"yeah Bangalore లో కద sir first",NULL,NULL,"Yes,sir first in Bangalore"
50,670.717186,671.522218,2,overlap,NULL,NULL,NULL,NULL
51,671.70489,673.087676,1,speech,"first S STPI start అయింది",01000,NULL,"First STPI has started"
52,673.087676,673.616576,2,overlap,NULL,NULL,NULL,NULL
53,673.616576,674.077504,2,speech,"in Bangalore",NULL,NULL,"in Bangalore"
54,674.077504,674.263284,1,overlap,NULL,NULL,NULL,NULL
55,674.263284,680.592235,2,speech,"~కే అది pilot అంటే అంతకు ము  దానికి ముందు India లో  license రాజ్యం ఉండేది license",1000110000000000,NULL,"Because it means pilot,before that, there was a license kingdom in India."
56,680.592235,681.887801,1,overlap,NULL,NULL,NULL,NULL
57,681.887801,689.519673,2,speech,"ఆ లా license రాజులు ఎట్లా అంటే ఇప్పుడు ఒకవేల మీకు computer ఏదన్న foreign country నుంచి import చేసుకోవాలి అనుకోండి అది దానికి పెద్ద process ఉండేది",1100000000000000010000,NULL,"How licence kings is,now you have to import a computer from a foreign country, it would have been a big process."
58,689.519673,689.927499,1,speech,hmm,1,NULL,
59,689.927499,694.657858,2,speech,"minimum six months to one year or sometimes even two years కూడా ఇమ్పో to give the import license",000000000000100000,NULL,"minimum six months to one year or sometimes even two years also to give the import license"
60,694.657858,695.093298,1,speech,hmm,1,NULL,
61,695.188882,703.859437,2,speech,"అంత restriction ఉండేది తరవాత import duties used to be more than three hundred percent ఇప్పుడు క costఉ one lakh ఉంది అనుకో three three hundred percent duty అంటే the three lakh",000000000000000100000100000000,NULL,"After there was much restriction,import duties used to be more than three hundred percent and now the cost is one lakh.i think three hundred percent duty means the three lakh"
62,703.861561,704.852454,1,overlap,NULL,NULL,NULL,NULL
63,704.879938,705.1785,1,speech,బః,NULL,NULL,Great
64,705.484369,718.042017,2,speech,"ఆ అంతా ఇది ఉండేది అందుకని  చాల మంది NRIలు ఇక్కడేదో చ start చేదాం అని వచ్చేవాళ్ళు అప్పుడు ఆ license రాజ్ రోజుల్లో ఆ department of electronics అని government of ఇండియా నేను అక్కడే first పని చేసేవాడిని",100000000010000010101000000000000,NULL,"All of that was there. That's why many NRIs used to come here and say, Let's start something. Then, in those license days,it was the Department of Electronics,Government of India. I used to work there first."
65,718.042017,718.471085,1,speech,okay,NULL,NULL,okay
66,718.609151,724.184899,2,speech,"అప్పుడు వాళ్ళు ఈ licenseఉ కోసము దీనికి అంత వచ్చేసి frustrate అయిపేసి మల్ల అందురు  ఇంకా వెళ్లిపోయే వాళ్ళు",0000011000110000,NULL,"Then they came for this license, got frustrated, and then left."
67,724.274111,724.692558,1,speech,hmm,1,NULL,
68,724.692558,725.255443,2,speech,ఎందుకంటే,NULL,NULL,Because
69,725.255443,726.502287,1,overlap,NULL,NULL,NULL,NULL
70,726.502287,730.616658,2,speech,"చెయ్యలేక ఎందుకంటే by that time they get the import license అసల ఆ technology ఏ మారిపోయేది",100000000001000,NULL,"Because by the time they got the import license,the actual technology would have changed."
