startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
134.199852,149.210148,2,speech,"तो इस तरह से [BABBLE] cell होते है और battery होती है, तो आज हम, [NOISE] तो battery अलग अलग battery की अपनी समस्याए है और उनको बारे में हमने discuss भी किया है, जिन्होंने जिन्होंने नही सुना हैं वो सुन सकते हैं episode पचपन हमारा, aa लेकिन आज हम cell पे जाएंगे जहा cell chemistry और इन सब चीजों के ऊपर में तो",0000100000001111010000000000000000100000000000100000000000000000,,"So this is what a battery and cell are. So there are different types of problems with batteries, and we have already discussed about those. Whoever has not listened can listen to our 55th episode. But today we will go to cells, where we will talk about cell chemistry and all these things. So"
149.464478,158.784607,2,speech,"तो Apoorv शुरू एकदम वहा से करेगें ना तो ये एक Lithium [BABBLE] और Lithium Ion पे ही हम ज्यादा करेगें but in general एक cell कैसे काम करता है यहां से शुरू करो।",0000000111111000000000000000000000,,"So Apoorv, we will start from there, and we will talk mostly about Lithium Ion. But start from that how a cell works in general."
158.784607,174.157076,4,speech,"तो cell जो है वो basically energy storage के लिए use होता है और अगर cell ka mechanism समझना है तो ये समझिए की अगर कोई chemical reaction हो रहा, तो chemical reaction में क्या हैं या तो energy absorb होता है या तो energy आपका release होता है।",0011100000000000000000000000000000000000110011000,,"So basically, cell is used for energy storage. And if you want to understand the mechanism of cell, then understand that if any chemical reaction is happening, so what is in chemical reaction, either the energy is absorbed or released."
175.253028,188.243033,4,speech,"तो हम कहे दे रहे कि एक reversible reaction लिया जाए जो की एक तरफ आप energy उसमे store कर सके और दूसरी और उसको release कर सके control manner में करना है। क्योंकि हमको उसको उस energy को use करना है।",000000000000000000000000000000000001000000,,"So, we are saying that a reversible reaction should be adopted, so that you can store energy in that, and on the other hand, you can release that energy in a controlled manner, because we have to use that energy."
188.691609,193.253828,4,speech,"ठीक है? तो अब उस energy का इस्तेमाल कैसे करे तो electrical is the best way to do it.",,,"Okay? So now, how will we use that energy? So, electrical is the best way to do it."
193.597057,209.258127,4,speech,"Electrical energy अगर हम current glow करते है तो उससे हम सारे चीज़े आप हम हमारे जितने भी appliances है जितने भी applications है वो सारे उसपे चल सकते है। भले वो light हो, पंखा हो जो की हमारा बिजली जाने पे हमारे जो वो e emergency divices होते थे",00000000000001100000000000000000000000000000010000,,"If we let the electrical energy flow as current, then all our appliances or applications can run from it. It may be a light, a fan, or those emergency devices during a power cut."
209.820546,223.999957,4,speech,"वो वहा से लेके आपने mobile phone, laptop से लेके आज के तारीख में देखें तो गाड़ी आता तो उसपे चलता है, मगर ये कैसे करे? तो होता ये है की ऐसे reaction लेते है जिसको हमलोग chemistry में redox reaction कहते है।",0000000000000000000000000001111000000000000,,"Starting from that, our mobile phones, laptops, and even nowadays, cars also run on that. But how to do it? So we take those reactions, which are called redox reactions in chemistry."
224.450232,238.289813,4,speech,"तो इसमें क्या है कि दो चीज़े हो रही है एक हो रहा है reduction दूसरा हो रहा है oxidation, अब आसान तौर से समझाओ तो [BABBLE] हर chemical में हर जो एक element होता है उसका एक oxidation state होता है।",001110000000000000000000001000000000000000,,"So, two things are happening in it, one is reduction, and the other is oxidation. Now, if I simply explain, then every element of in every chemical has its own oxidation state."
238.499233,238.658528,3,hmm,,,,
238.658528,253.731693,4,speech,"तो अगर वो oxidation state बढ़ रहा है तो उसको हम oxidation कहते है, अगर वो घट रहा है तो उसको हम reduction कहते है। और हम ऐसा reaction लेते है जिसको दो हिस्सो में बांट दिया जाए की reduction अलग से होगा oxidation अलग से होगा।",,,"If that oxidation state is increasing, then we call it oxidation, and if it is decreasing, then we call it reduction. And we adopt those reactions, which can be divided into two parts, so that reduction and oxidation will occur separately."
254.105506,263.486516,4,speech,"और एक और इसकी खास बात होती है की ये जो दो हिस्से है, एक में Electron aur Ion निकलेंगे, दुसरे में Electron aur Ion consume होंगे।",,,"And it has another speciality, that in those two parts, electrons and ions will come out from one end, and from the other side, electrons and ions will be consumed."
264.004757,278.304808,4,speech,"ठीक है? तो battery जो बनती है वो इसलिए चलती है क्योंकि हम वो दोनो को अलग अलग रास्तों से ला सकते है। Electron जो है, हमारा circuit में flow करता है, wire में flow करता है, जब की Ion जो है वो electrolyte में solvent में flow करता हैं।",00000000000000000000000011100111000000000000000000,,"Okay? So, that constructed battery works because we can make those two travel on distinct routes. Electron flows through the circuit and wire, whereas Ion flows in the solvent and electrolyte."
278.468573,293.996694,4,speech,"तो ये दोनो एक रास्ते से नही पहुँच सकते, दो अलग अलग रास्ते से पहुँचेंगे और अगर उस wire में मैंने बीच में switch डाल दिया तो मैं उसको control कर सकता हु। मुझे charge करना है तो charge कर सकता हु charger लगा के, discharge करना है तो वो switch on करके मेरे application पे लगा सकता",0000000000100000000000000000000000000000000000000000000000,,"So these two cannot reach through the same route. They will reach through distinct routes, and if I put a switch into that wire, then I can control it. If I need to charge, then I can charge that using a charger. If I need to discharge, then I can connect it to my application, turning the switch on."
294.328612,295.518902,2,overlap,,,,
295.518902,296.793798,2,speech,"Bulb लगा दिया तो जल जायेगा [BABBLE]",0000001,,"If we connect a Bulb, it will glow."
296.793798,298.353586,4,overlap,,,,
298.62427,301.824449,4,speech,"तो [BABBLE] battery इस तरह से चलती है",01000000,,"So, battery works like this."
301.858954,316.392756,4,speech,"अब ये Lithium Ion पे जाओ तो Lithium Ion और बाकी battery मे एक थोडा सा अंतर है Lithium Ion से पहले जितनी भी battery की technology थी हमारा alkaline battery जो remote control मे जाता है उससे पहले zinc carbon battery हुआ करता था",000000000000010000000000000000000000000000000,,"Now, if you go to that Lithium Ion, then there is a little difference between Lithium Ion and the other batteries. Whatever battery technology there was before Lithium Ion, such as our alkaline battery, which is used in remote controls, before that, the zinc carbon battery used to be there."
316.520576,325.928125,4,speech,"जो हमारे Eveready के Nikon के जो battery आते थे या फिर आज की तारीख में जो गाड़ियों में चलता है वो lead-acid battery होता है। किसी भी battery को",,,"The batteries that used to come from our Eveready, Nikon, or, as dated, today those that run in vehicles are lead-acid batteries. Any battery"
325.928125,326.707827,3,overlap,,,,
326.707827,333.74523,4,speech,"तो उसमे क्या होता है की एक electrode जो आपका होता है एक जो आपका reactant होता है वो metal होता है",0011110001000010000000,,"So, there is an electrode in it, and there is a reactant, which is a metal."
333.801835,346.903381,4,speech,"Lead-acid मे lead metal plate का लगता है zinc carbon battery मे वो zinc की plating होती थी जो direct react करती है। Lithium Ion battery मे ये अंतर है कि Lithium Ion मे Lithium metal नही होता, ठीक है?",,,"Lead-acid batteries consist of lead metal plates, while zinc is plated in zinc carbon batteries, which react directly. The main difference in Lithium Ion battery is the absence of Lithium metal, okay?"
346.954509,361.474857,4,speech,"तो ये एक अंतर है, हालांकि देखा जाए तो जब ये शुरूआत हुई थी इसकी जब commercialise हुआ था technology तब लोगों ने Lithium metal battery ही बनाया। उसमें एक problem थी ये reversible battery है हमको इसको कई बार charge discharge करना होता है",,,"So, that is the difference. Although, if we see, initially, when this technology was commercialized, then people had made Lithium metal batteries. There was a problem, since it is a rechargeable battery, it needs to be charged and discharged frequently."
361.679369,367.661343,4,speech,"और aa कई बार charge discharge करने के चक्कर में क्या हैं के जब ये charge करने लगे लोग Lithium metal battery को",01000000001110000000000,,"And many times, in the process of charging and discharging, when people started to charge the Lithium metal battery"
367.895049,380.95462,4,speech,"तब पता चला कि discharge मे तो बहुत अच् अच्छे से जा रहा है मतलब वो Lithium निकल के दूसरी तरफ जा रहा है, जब इसको वापस लाने की कोशिश करते थे तो ये uniform नही था। कुछ जगह पे ज्यादा Lithium जाता था कुछ जगह पे कम Lithium जाता था",000000001000000000000000000000000000000000000000000,,"Then it was found that the discharge process is proceeding smoothly, indicating that Lithium is moving to the opposite side. However, on attempting to reverse this process, the distribution was found not to be uniform, where some locations got Lithium more and some got less."
381.044094,396.068178,4,speech,"और ज्यादा कम के चक्कर मे तीन चार cycle मे ये होता था कि वो अंदर से Lithium का एक पूरा pipe बन के दूसरी तरफ touch करके short circuit कर के देता। तो जब short circuit हो जाये charger पे लगे हुए battery का तो समझ लीजिए कि धमाका होता है",0000000000000000000000000000000000000000000000110000,,"During the game of more and less, it would create a full Lithium-pipe internally in 3 to 4 cycles, causing a short circuit by touching the other side. So, when a battery, connected to a charger, experiences a short circuit, it may lead to an explosion."
396.126849,397.074369,3,overlap,,,,
397.085499,401.175738,3,speech,"इसके लिए कोई technical term है ना जो aa ये Lithium का जो आपने",00000001100000,,"There is a technical term for lithium, isn't it? Which you"
401.303006,402.767096,4,overlap,,,,
402.767096,403.388621,3,speech,"जो behaviour",,,"The behaviour"
403.388621,404.102815,4,overlap,,,,
404.109206,405.592005,4,speech,"कहते हैं Lithium Ion battery",,,"It is called Lithium Ion Battery."
405.750729,406.269363,3,speech,"हां हां",01,,Yes.
406.269363,415.386122,4,speech,"तो aa ये dendritic growth जो होता था उससे ये मैं बात कर रहा हूं नब्बे इक्यानबे की उन्नीस सौ नब्बे उन्नीस सौ इक्यानबे की की जब लोगों ने",01000000000000011100000001000,,"So, I am talking about the dendritic growth that used to happen in 1990 or 1991, when people"
415.386122,416.066764,3,overlap,,,,
416.066764,424.307638,4,speech,"तौर पे Lithium metal battery निकाले थे portable aa उस समय laptop नही कहते थे उसको वो aa briefcase वाला computer कहते थे",00000000100000000100000,,"Lithium metal battery was released as portable. At that time, it was not called 'Laptop'; it was called 'Briefcase Computer'."
424.335242,437.131494,4,speech,"Satellite phone होता था हमारी तरह आज आज की तरह mobile phone नही होते थे, मगर उनके लिए ये जो है बनाने शुरू किए थे मगर बहुत सारे जब ये battery फटने के किस्से हुवे तो जैसा कहते हैं ना कि necessity is mother of invention",0000001111000001000110000000000000000000000000,,"There used to be satellite phones, they did not have mobile phones like we do, but we started making these for them. But when there were many incidents of battery explosions, so as it is said, "necessity is the mother of invention.""
437.451044,446.372877,4,speech,"तो लोगों को समझ में आ गया है कि Lithium metal नही use कर सकते मगर हमको बाकी तो चाहिए because Lithium Ion battery में energy storage capacity maximum",,,"So people have realized that Lithium metal cannot be utilized, but the rest is essential for us because the Lithium Ion battery has the maximum energy storage capacity."
446.577389,451.059537,4,speech,"बाकीयों के कई गुना ज्यादा है और ये rechargeable भी है, तो",,,"It is many times larger than the others, and it is rechargeable as well. Therefore"
451.180383,459.589461,2,speech,"तो ये ऐसा क्यों है Apoorv लेकिन ये एक मैं ये चीज पूछना चाहता था कि क्योंकि ठीक बात है lead acid है Nickel Cadmium है Zinc है",0000000110010001000000000000,,"But why is that so, Apoorv? I wanted to ask this because it is correct that there are lead acid, Nickel, Cadmium, and Zinc."
459.653371,468.511295,2,speech,"तो अब उसकी वजह से aa Lithium को इसलिए prefer किया गया है कि क्योंकि उसमें energy density जिसको कहते हैं कि हर kilogram मे कितनी energy डाल सकती हो",000001000000000000000000000000,,"So, Lithium is now preferred due to its energy density, which refers to the amount of energy that can be stored in each kilogram."
468.601992,478.077126,2,speech,"वो बहुत ज्यादा है, तो वो ही उसकी खास बात है कि छोटे से मे बहुत ज्यादा store कर सकते हो तो ऐसी Lithium मे क्या खास बात है कि lithium की वजह से इतनी ज्यादा energy हो जाती है",,,"That is excessive. So that's the special thing about it, that it is able to store so much in a small space. So, what makes Lithium so special that it contains so much energy?"
478.156488,490.138433,4,speech,"दो तीन चीजें हैं, पहला तो ये है कि अगर आप chemistry का periodic table देखे तो Lithium आता है तीन number पे तो Hydrogen और Helium के बाद Lithium जो है आपका सबसे छोटा और सबसे हल्का Atom है",,,"There are two or three things. The first is, that if you look at the periodic table of chemistry, Lithium comes at the number three. So, Lithium is the smallest and lightest atom after the Hydrogen and the Helium."
490.240689,496.171535,4,speech,"ठीक है दूसरा ये है कि उसमें तीन number पे आता है मतलब basically तीन proton हैं और तीन electron हैं",,,"Okay? The second point is that it comes at the number 3, basically indicating that there are 3 protons and 3 electrons."
496.344191,509.758797,4,speech,"और अगर आप high school की chemistry खोल के देख लें तो आपको याद आएगा कि वो एक aa electron का shell structure बनाते थे तो जितना आप बाहर जाते जाएंगे ना उतना एक electron निकालने की energy कम होती जाती है",000000000000000000100000000000000000000000,,"And if you revisit the chemistry of high school, you may recall that they used to make a shell structure for Electron. So, the energy required to extract an Electron, decreases as much you move further outside."
510.806921,515.497913,4,speech,"जितना आप पास मे जाओगे आपके nucleus के तो उतना उसके energy",000001000000,,"The closer you get to the nucleus, the more its energy"
515.497913,516.264833,3,overlap,,,,
516.341525,520.66184,4,speech,"ये aa energy जो लगती है निकालने के लिए वो बढ़ती जाती है तो Lithium",110000000000000,,"The energy required to extract, keeps increasing. So Lithium"
520.66184,521.339286,2,overlap,,,,
521.339286,524.713733,4,speech,"की वो एक electron निकालने के लिए सबसे ज्यादा energy लगती है",,,"That is, removing that one electron requires the most energy."
524.978989,532.160612,3,overlap,,,,
532.21237,532.74375,2,speech,बढ़िया,,,Excellent.
532.778255,548.288353,4,overlap,"तो ये कारण था अगर हम लोग इसको electro chemistry के terms में बात करें तो aa एक electro chemical series होता हैं जिस में की इस energy को potential के तौर पर बताया जाता है कि कौन सा metal Oxidise होने में कितना potential लगता है कितना energy लगता है",000000000000000010000000010000000000000000000000000,,"So, this was the reason. If we discuss it in terms of electrochemistry, then there exists an electrochemical series where this energy is known as potential energy, which indicates the amount of potential or energy required to oxidize each metal."
548.312507,560.698248,4,speech,"तो Lithium इसमें सबसे ज्यादा energy देता है it is at minus three volt verses Hydrogen aa electrode which is the highest energy gap that we can create",0000000000000000100000000000,,"So Lithium gives the highest energy output. It is at -3 volts versus Hydrogen-electrode, which is the highest energy gap that we can create."
561.421702,574.550737,4,speech,"वो अगर energy gap ज्यादा है तो हम लोग उसको कर सकते हैं मगर उसके कुछ कठिनाइयां भी आती है उसकी वजह से Lithium battery से पहले जितनी भी battery chemistry उसमे क्या है कि जो electrolyte हमारा होता था ना वो पानी में जा बन सकता था",000000000000001000000000000000000000010010001000,,"If the energy gap is large, then we can do it. But some difficulties also come due to that. In all the battery-chemistry before the Lithium battery, the electrolyte could be made in water."
574.780812,581.917557,4,speech,"अब इसलिए की ये Lithium Ion battery का जो दोनों electrode है Anode भी है जो metal के पास में जाता है",0000000000000100000000,,"Now, as one of the two electrodes in Lithium Ion battery, is an Anode, positioned close to the metal"
581.917557,595.155315,4,speech,"या Cathode भी है जो metal oxide होते है वो एकदम दूसरी तरफ ज्यादा होते हैं दोनों को अगर देखेंगे तो अगर पानी अगर battery में होगा किसी भी मतलब में electrolyte में पानी में बनाए नहीं बोल रहा हूं",0000000000000000000000010001100010000000,,"There is also a Cathode, made of metal oxide, residing more of them on the other side. If you examine the both, then if there will be water in the battery, I mean, I am not saying that electrolyte must be made in water,"
595.155315,603.469105,4,speech,"अगर कुछ छोटे fraction में भी होगा, point one percent भी अगर उसमें पानी होगा कहीं पे impurity के तौर पर तभी battery मे problem आय~",00000000000000000000000001,,"If there is a small fraction of water, like 0.1%, in it as impurity, even then a problem will occur in the battery."
603.527522,605.659472,2,speech,"जबकी ये बाकी lead acid वगैरह मे ये",01000000,,"Whereas, in rest Lead Acid etc., it"
605.659472,608.65637,4,overlap,,,,
608.65637,610.921907,4,speech,"Water डालते है बार बार। अच्छा lithium",,,"They pour water frequently. Okay, Lithium"
610.921907,611.816647,2,overlap,,,,
611.816647,625.483797,4,speech,"होता है ना कि पानी नहीं जाना चाहिए तो ये battery sealed होनी पड़ेगी। तो वो एक problem आती है की आप अगर उसको कुछ हो जाए तो आप ahh repair नहीं कर सकते, जब तक चलेंगे तब तक चलेंगी नहीं तो फ़िर उसको direct recycle होगी वो। तो ये दो",001000000000000000000100000001000000000000010000000,,"It happens that water should not go inside, so battery should be sealed. So that problem occurs that if anything happens to it, you cannot repair it. As long as it lasts, it will be used. Otherwise, it will be recycled directly. So, these two"
625.483797,626.714166,2,overlap,,,,
626.714166,628.157432,2,speech,"ख़ूब recyclable batteries है",,,"There are plenty of recyclable batteries."
628.373988,639.805432,4,speech,"नहीं Lithium-ion भी recycle होती है मगर lead acid मे ये होता था ना कि जैसा खुल के वो acid का level check कर लिया pH check कर लिया अपने पानी डालके फिर से वो चालू हो गई वो नहीं होगी",00000000000001010000001110000100000000000,,"No, Lithium-ion is also recycled. But in Lead Acid, it used to happen that it was opened and the acid level and pH was checked and it was restarted by pouring water, so that will not happen."
639.805432,640.484615,2,overlap,,,,
641.0299,655.739232,4,speech,"तो ये एक दो कठिनाइयाँ थी मगर जैसे हाँ मतलब मानता हूँ के जो Lithium metals में जो आग लगती थी फटता था। तो Japan के कुछ scientist थे अभी उनको दो साल पहले aa तीन scientist को nobel prize मिला, उन में से वो एक थे।",00000001110000000000000000000000001000000000000,,"So these 1 or 2 difficulties were there. But I agree that lithium metals used to catch fire and burst. So there were some scientists from Japan; among them, three got the Nobel Prize 2 years ago."
655.839655,668.944845,4,speech,"जिन्होनें ये खोजा की aa graphite जो होता है हमारा वो graphite को हम Lithium-ion battery में हम anode बना सकते हैं [NOISE] तो अब अब ये सोचिए की metal नहीं है Lithium जो है वो Ion form में है",0000111111100000010000100100000000000000,,"Who discovered that Graphite can be used as Anode in Lithium-ion battery. Now you think that Lithium is not in Metal form, it is in the Ion form."
669.156683,685.242825,4,speech,"और ऐसा सोचिए कि वो घर से office जा रहा है office से घर जा रहा है दोनो तरफ एक एक कमरा बना के रखते हो उसको बैठने के लिए वो उसे आप shuttle कर रहे इधर से उधर तो आप जब उसको charge करते हो तो वो office जाता है और काम करके वापस आता है तो ऐसा सोच सकते हैं",,,"And you think in this way, that he is going from home to office, from office to home. On both sides, a room has been made for him to sit. You are just shuttling it from here to there. So, when you charge it, it goes to the office, and it returns after doing his work. So you can think like this."
685.498465,690.26615,4,speech,"तो इ इसी लिए ये Ion by battery है ये इससे पहले कोई था नहीं Lithium में",01000010000000000,,"That's why this is Ion by Battery. There was no one in Lithum before."
690.656001,695.123308,2,speech,"इसलिए Lithium-ion battery बोलते हैं तो वो graphite के पास जाता है और वापस आ जाता है",,,"That's why it is called Lithium-ion battery. So it goes to the graphite and comes back."
695.64737,698.839674,3,speech,"तो जब वो charge होता है तब वो Anode",,,"So when it is charging, at that time the Anode"
698.91317,699.465991,4,overlap,,,,
699.465991,706.390638,3,speech,"अभी वो cathode मे होता lithium-ion जब वो charge होता है तब वो anode की तरफ जाता है फिर जब discharge होगा जैसे जैसे वो फिर वापस",,,"At the beginning, Lithium-ion resides in the Cathode. When it is charging, at that time it goes towards the Anode. Then again, when it is discharged, it will return as well."
706.518458,710.742908,4,speech,"तो इसमे Anode और Cathode जो कहते है, तो है दोनो electrode",,,"So, in this, the Anode and the Cathode, both are electrodes."
710.806818,723.314001,4,speech,"है दोनों electrode, दोनों तरफ reaction वही हो रहा है या तो lithium अंदर जा रहा है या तो बाहर निकल रहा हैं उसको। फ़र्क इतना है कि अगर हम convention देखे ना तो ये होता है कि जहां पे oxidation हो रहा है उसको हम anode बोलते हैं",0000000000000000000000010000000000000000000000000,,"These two are electrodes, on both sides, the reaction is the same. Either the Lithium is going inside or it is coming outside. The only difference is that if we see the convention, then where oxidation occurs, that is called Anode."
723.620769,727.538451,4,speech,"जहां से reduction हो रहा है उसको हम cathode बोलते हैं ये एक terminology है उसकी",,,"Where Reduction occurs, that is called Cathode. This a terminology of that."
727.538451,728.803869,3,overlap,,,,
728.803869,734.621431,4,speech,"Battery मे थोड़ा सा problem होता है क्योंकि charge करते समय जो oxidise होता है discharge मे, वो reduce भी होता है",,,"A little problem occurs in battery because which oxidises during charging, that also reduces during discharging."
734.728324,735.399379,2,overlap,,,,
735.40577,744.111397,4,speech,"हम क्या कहते हैं कि सारी batteries के लिए एक common अगर convention रख दे तो हम सिर्फ discharge की बात करेंगे क्योंकि discharge तो सारी battery होती है, chargeable हो या ना हो",,,"What we say is that if we want to use one common convention in all batteries, then we will only talk about discharging, because it is obvious that all batteries discharge, regardless of whether they are chargeable or not."
744.111397,751.44227,4,speech,"तो ये हम discharge में जहां पे reduction हो रहा है वो cathode,  discharge में जहां पे oxidation हो रहा है वो anode. तो यहाँ पे अगर बात",,,"So, during discharge, where reduction occurs, that is cathode and where oxidation occurs, that is Anode. So here, if the matter"
751.44227,753.093268,2,overlap,,,,
753.263064,754.103554,4,speech,हाँ,,,Yes
754.182522,755.428767,2,speech,"बोल रहा हैं technically फर्क नही हैं",,,"He is saying that there is no technical differences."
755.428767,757.071254,4,overlap,,,,
757.071254,773.074313,4,speech,"दोनो हो ही रहा है but हम लोग उसको कहते हैं anode graphite को या आज की तारीख मे graphite मे थोड़ा सा silicon बढ़ाना शुरू कर दिया है लोगो ने जैसे की capacity बढ़ जाता है उसका। तो दूसरी तरफ हमारे metal oxide होते हैं या फिर metal uhh other compound होते हैं",000000000000000000000000000000000000000001000000010000,,"Those two are happening indeed. But we call it the graphite anode, or nowadays people have started to increase the amount of silicon in graphite so that the capacity increases. So, on the other side, metal oxides or other metal compounds are there."
773.266043,782.230248,4,speech,"जो आज कल NMC कहते हैं पहले जो हमारे mobile phone मे चलता था वो LCO होता था lithium cobalt oxide तो ये NMC कुछ नहीं है उसमें",,,"Nowadays, that is called NMC. Earlier, LCO, Lithium Cobalt Oxide was used in our mobile phones. So this NMC has nothing in that."
782.230248,782.910059,2,overlap,,,,
783.113187,797.51349,2,speech,"तो ये ये lithium में य ये खास चीज क्यों है ahh Apoorv इसमे ख़ूब होते हैं ना LFP LIPO LTO NMC, CO जैसे तुमने बोला मतलब इतने सारे नाम है तो वो ferrous क्या जो भी LFP होती है ferrous phosphate right",0010010000010000000000000000000001111000000,,"So Apoorv, why is this special thing in the Lithium? LFP, LIPO, LTO, NMC, CO there are a lot, isn't there? As you said, there are lots of names. So, the LFP is Ferrous Phosphate, right?"
797.539054,810.942846,2,speech,"और LTO माने Titanium oxide, NMC हो गई nickel manganese cobalt type, right? तो ये इतने ये ये सब क्या है ये graphite side तुमने बताई वहां पे कुछ कार्यक्रम हो रहा हैं ये उनका नाम है या ये कुछ और चीज है ये",00000000000100111000000000000000000000000000,,"And LTO means Titanium Oxide, NMC is Nickel Manganese Cobalt, right? So what are all these? you told some programs are happening there in the Graphite side, are these names of that or they are something else?"
810.993058,824.751924,4,speech,"नहीं अभी जैसे मैंने कहा ना कि ये Lithium जो है अभी सिर्फ Ion है और वो एक जगह घर पर रहता है दूसरी जगह office जाता है। aa अब आप ही सोचिए कि मतलब office अलग अलग तरीक़े के हो सकते है किसी का छोटा office हो सकता है किसी का बहुत बड़ा tower हो सकता है",0000000000000000000000000000100000100000000000000000000000,,"No, as I said now, Lithium is in only Ion form and at one place it lives in his home and in another place, it goes to office. Now you think, that office can be of any type. Someone may have small office and someone else may  have a large tower."
824.822225,837.259108,4,speech,"कोई झुग्गी में रहता है कोई flat में रहता है तो कोई बंगले में रहता है तो वही वाला किस्सा है lithium ion जब हम कहते हैं ना तो lithium ion ये एक परिवार है की तरह है मतलब वो एक कोई chemistry नहीं है, it is a family of chemistry",000000000000000000000000000001110010000000000000000,,"Someone lives in slum, someone in flat and someone in bungalow. So the story is same. When we say Lithium-ion, we talk about its family. It means, it's not about any single chemistry, rather it is a family of chemistry."
837.521139,851.300131,4,speech,"और aa हम Cathode में कहे तो ये पहले Lithium Cobalt Oxide हुआ करता था। NMC कुछ नहीं है वहीं Lithium Cobalt Oxide में Cobalt का percentage हमने कम कर दिया और Nickel और Manganese से उसको substitute कर दिया। अब कारण ये",0110011000000000000000000000000000000000000,,"And in Cathode, it used to be Lithium Cobalt Oxide. NMC is nothing but, we have reduced the percentage of Cobalt in Lithium Cobalt Oxide and substituted it with Nickel and Manganese. Now reason is"
851.300131,851.888103,2,overlap,,,,
851.888103,858.541132,4,speech,"कई सारे कारण थे पहले तो cost सबसे बड़ा आता है कि cobalt काफ़ी महँगा होता है बाकी ये था की geopolitical",,,"So many reasons were there. Firstly, the cost is so high, as Cobalt is very expensive. The rest was that the geopolitical"
858.541132,859.675534,2,overlap,,,,
859.678729,871.65546,4,speech,"है कि पचास percent से ज्यादा दुनिया का cobalt जो है वो Congo से आता है और वहां पे जो mining करते हैं cobalt की वो छोटे छोटे बच्चों से करवाते हैं। तो वो एक काफ़ी मतलब लोगो को खटकने वाला किस्सा होता है।",11000000000000000000000000000000000010000000,,"More than 50% of Cobalt comes from Congo. And they got small kids to do mining. So this started to annoy people a lot."
872.141176,886.460878,4,speech,"तो cobalt कम करना था तो लोगो ने फिर cobalt को nickel और manganese में डालना शुरू कर दिया cobalt की जगह,  तो ये NMC बन गया। आज की तारीक में वो ये हो गया है कि cobalt जो है पाँच percent भी नहीं रहता, अस्सी percent तो nickel चला जाता है बाकी का manganese जाता है",0000000001100010000000000000000000000000000000000000000000,,"So they had to reduce the amount of Cobalt. So people started replacing Cobalt with Nickel and Manganese, and that became the NMC. Nowadays, Cobalt is used, even less than 5%. 80% of Nickel is used, and Manganese is used for the remaining percentage."
886.57205,892.311166,4,speech,"तो ये उसी कहानी थी Lithium Iron Phosphate करके एक अलग chemistry हैं बहुत ही सुंदर chemistry है",000000000011000000,,"So it was that story. There is another very beautiful chemistry, called as Lithium Iron Phosphate."
